card_id,source_type,source_id,utterance_id,event_or_publish_date,collected_date,period_bucket,platform,source_url,rating,verbatim_excerpt,paraphrase,context,trigger_signal,behavior,outcome,alternative_service,primary_tag,secondary_tag,sentiment,evidence_type,evidence_strength,dedupe_key,cluster_id,need_statement,researcher_memo,pii_removed,coder,coding_status
GP034,app_review,S001,6bacec1e-1,2026-03-03,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,이렇다할 모임도 없고 무조건 유료참여인듯함.,지역·추천 구조 때문에 원하는 취미 모임을 발견하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,모임도 없,원하는 모임을 탐색,탐색 비용 증가와 선택지 축소,,탐색피로,기대불일치,negative,outcome,medium,gplay-6bacec1e-111c-4e73-8874-061ca0ec22d7-탐색피로,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP035,app_review,S001,6bacec1e-2,2026-03-03,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,이렇다할 모임도 없고 무조건 유료참여인듯함.,호스트·플랫폼의 수익화 방식이나 인위적인 인기 신호가 경험의 질을 해친다고 인식했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,유료,비용과 운영 방식을 평가,운영자와 플랫폼에 대한 신뢰 저하,,호스트상업화,안전·신뢰,negative,perception,medium,gplay-6bacec1e-111c-4e73-8874-061ca0ec22d7-호스트상업화,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP036,app_review,S001,a598739b-1,2026-02-21,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,관리가 거의 안되는 신뢰할 수 없는 플랫폼 결제 완료 후 모임 측 사유(인원 마감)로 참석이 불가해졌습니다.,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,환불,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-a598739b-77aa-46f0-8564-ef34ebbf4663-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 동일 발화의 경험품질 카드를 2차 검토에서 병합함.,Y,Codex(AI),coded
GP037,app_review,S001,2f485d64-1,2026-02-14,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,인증번호 요청했는데 오지도 않네 신뢰가 떨어지는 어플이라더니.역시였네 대단하다 진짜,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,신뢰,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-2f485d64-e5fb-43dc-a04d-f163fc332e2e-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 동일 발화의 경험품질 카드를 2차 검토에서 병합함.,Y,Codex(AI),coded
GP038,app_review,S001,9a7ac466-1,2026-02-12,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,여자친구나 남자친구 만들 생각으로 시작하는 사람들이 상당할 것 같은데 본인 경험으로는 정말 예쁘거나 잘생기거나 말재간이 좋거나 흡연을 하는 거 아니면 많이 어렵다고 느낌.,취미 커뮤니티에서 소개팅·매칭 목적이 전면화되었다고 판단했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,여자친구,서비스 목적을 재평가,취미 중심 서비스라는 기대 약화,,숨은만남신호,기대불일치,negative,observed_signal,medium,gplay-9a7ac466-3755-43ce-830a-3575b5224557-숨은만남신호,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP039,app_review,S001,9a7ac466-2,2026-02-12,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,!유료모임비와 취향인연에서의 사탕구매로 적어도 7만원 이상 지출한 호구의 깨달음!,호스트·플랫폼의 수익화 방식이나 인위적인 인기 신호가 경험의 질을 해친다고 인식했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,유료,비용과 운영 방식을 평가,운영자와 플랫폼에 대한 신뢰 저하,,호스트상업화,안전·신뢰,negative,perception,medium,gplay-9a7ac466-3755-43ce-830a-3575b5224557-호스트상업화,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP040,app_review,S001,9a7ac466-3,2026-02-12,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,대부분 봇이거나 사용 안 한지 오래된 유저들도 전부 추천목록에 뜨게 만들어놔서 사탕 낭비하게 만드는 구조임...ㅠ 나처럼 피보는 사람이 없기를 진심으로 바라며...,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,봇,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-9a7ac466-3755-43ce-830a-3575b5224557-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP041,app_review,S001,7045eec6-1,2026-02-12,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,2,결재라인의 오류인지 결재 마무리가 안됩니다.,앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,오류,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,안전·신뢰,negative,outcome,medium,gplay-7045eec6-4367-4ed5-9ca8-2cb78d202abd-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP042,app_review,S001,ea2624ce-1,2026-02-02,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,가계정만 졸라많고 돈 벌 궁리만 하는 사람들만 많음,호스트·플랫폼의 수익화 방식이나 인위적인 인기 신호가 경험의 질을 해친다고 인식했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,돈 벌,비용과 운영 방식을 평가,운영자와 플랫폼에 대한 신뢰 저하,,호스트상업화,안전·신뢰,negative,perception,medium,gplay-ea2624ce-8b08-48c4-a874-52fe0d1d5778-호스트상업화,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP043,app_review,S001,ea2624ce-2,2026-02-02,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,가계정만 졸라많고 돈 벌 궁리만 하는 사람들만 많음,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,가계정,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-ea2624ce-8b08-48c4-a874-52fe0d1d5778-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP044,app_review,S001,c57ac06b-1,2026-02-01,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,3,전북전남은 머가되는게하나도읍네요,지역·추천 구조 때문에 원하는 취미 모임을 발견하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,전북전남,원하는 모임을 탐색,탐색 비용 증가와 선택지 축소,,탐색피로,기대불일치,negative,outcome,low,gplay-c57ac06b-ab4f-4f2c-b8fd-c6be479a8cf9-탐색피로,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP045,app_review,S001,7d86394a-1,2026-01-23,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,3,계정정보가 안들어가져요 삭제했다가 다시 깔아도 그런데 뭐때문에 그렁거에요?,앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,계정,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,안전·신뢰,negative,outcome,medium,gplay-7d86394a-3fe2-4371-b1df-c281b4fea91a-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP046,app_review,S001,6acc62f3-1,2026-01-22,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,3,카톡채널에서 환불 문의하고 아무리 기다려도 답변이 없네요.,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,환불,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-6acc62f3-cd27-448f-9f45-2523396e579c-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP047,app_review,S001,d3f455cc-1,2026-01-07,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,보드게임 무료소셜링으로 열었다가 정지먹음...,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,정지먹,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-d3f455cc-d5af-47ba-b827-3b8327b4eec0-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP048,app_review,S001,54253b55-1,2026-01-04,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,2,"소개팅기능인 취향인연은 타 어플들보단 물이 좋은데 본인 사진인지 검증안해서 타인 사진 도용한 사람도 있고, 어플 오류도 심해요.",취미 커뮤니티에서 소개팅·매칭 목적이 전면화되었다고 판단했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,소개팅,서비스 목적을 재평가,취미 중심 서비스라는 기대 약화,,숨은만남신호,기대불일치,negative,observed_signal,medium,gplay-54253b55-b286-4349-835d-80f2363d5116-숨은만남신호,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP049,app_review,S001,54253b55-2,2026-01-04,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,2,5일 이상 여유있는 날짜의 모임은 없는데 한번 신청하면 3일전부터 환불불가인게 개별로에요.,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,환불,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-54253b55-b286-4349-835d-80f2363d5116-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP050,app_review,S001,54253b55-3,2026-01-04,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,2,"소개팅기능인 취향인연은 타 어플들보단 물이 좋은데 본인 사진인지 검증안해서 타인 사진 도용한 사람도 있고, 어플 오류도 심해요.",앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,오류,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,안전·신뢰,negative,outcome,medium,gplay-54253b55-b286-4349-835d-80f2363d5116-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP051,app_review,S001,54253b55-4,2026-01-04,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,2,"소개팅기능인 취향인연은 타 어플들보단 물이 좋은데 본인 사진인지 검증안해서 타인 사진 도용한 사람도 있고, 어플 오류도 심해요.",관심사 중심 활동과 사람 간 교류가 실제 취미 경험과 일상 만족을 높였다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,좋,취미 모임에 참여하거나 반복 이용,취미 목적 충족과 긍정적 관계 형성,,긍정·반례,경험품질,mixed,outcome,medium,gplay-54253b55-b286-4349-835d-80f2363d5116-긍정·반례,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP052,app_review,S001,0f0c0b8e-1,2026-01-03,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,아니 취향인연 이거 프로필깔때마다 캔디소모하는건 좀 아니지않나요?,호스트·플랫폼의 수익화 방식이나 인위적인 인기 신호가 경험의 질을 해친다고 인식했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,캔디,비용과 운영 방식을 평가,운영자와 플랫폼에 대한 신뢰 저하,,호스트상업화,안전·신뢰,negative,perception,medium,gplay-0f0c0b8e-889f-457f-b057-c7889c66226a-호스트상업화,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP053,app_review,S001,5ea12bb6-1,2026-01-01,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,2,안녕하세요 문토를 다시 설치했는데 시작 화면에서 멈춰있고 안 넘어갑니다.,앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,시작 화면에서 멈,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,안전·신뢰,negative,outcome,medium,gplay-5ea12bb6-f063-478b-9c33-46b3d3079e84-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP054,app_review,S001,36cbffe9-1,2025-12-28,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,어플이 안 열려요!,앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,어플이 안,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,안전·신뢰,negative,outcome,low,gplay-36cbffe9-efe8-4790-a174-2d28add8e241-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP055,app_review,S001,21a01e53-1,2025-12-27,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,가까운 지역에 모임이 없을뿐만 아니라 회원탈퇴 과정도 복잡하게 되어 있어 비추합니다...,반복된 불편이나 서비스 방향 변화 뒤 이용 중단·삭제·탈퇴 의사를 밝혔다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,탈퇴,이용 중단 또는 회피,재이용 의향 저하,,이탈행동,경험품질,negative,behavior,high,gplay-21a01e53-8875-4a7b-9b87-d80ac7f1cc8a-이탈행동,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP056,app_review,S001,21a01e53-2,2025-12-27,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,가까운 지역에 모임이 없을뿐만 아니라 회원탈퇴 과정도 복잡하게 되어 있어 비추합니다...,지역·추천 구조 때문에 원하는 취미 모임을 발견하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,지역에 모임이 없,원하는 모임을 탐색,탐색 비용 증가와 선택지 축소,,탐색피로,기대불일치,negative,outcome,medium,gplay-21a01e53-8875-4a7b-9b87-d80ac7f1cc8a-탐색피로,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP057,app_review,S001,436f3788-1,2025-12-20,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,결제오류 자주나는앱,앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,오류,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,안전·신뢰,negative,outcome,low,gplay-436f3788-e491-43b6-a2ff-a95c2a8465c0-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP058,app_review,S001,ca575d96-1,2025-11-28,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,3,물론 엄청난 존잘이거나 인지도가 높은남자분이면 무료초대도 하겠지만..술모임 거기서 거기입니다 친목 동호회나 친목모임보단 덜 빡세지만 그래도 자주가는건 비추합니다.,반복된 불편이나 서비스 방향 변화 뒤 이용 중단·삭제·탈퇴 의사를 밝혔다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,비추,이용 중단 또는 회피,재이용 의향 저하,,이탈행동,경험품질,negative,behavior,medium,gplay-ca575d96-1326-496a-9fae-032b410468af-이탈행동,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP059,app_review,S001,ca575d96-2,2025-11-28,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,3,네 알바있습니다.,성별에 따른 초대·비용 차이나 인위적인 성비 운영을 의심하거나 관찰했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,여자만,파티 구성과 비용 구조를 평가,공정성과 참가자 진정성에 대한 불신,,성비·조건,안전·신뢰,negative,observed_signal,medium,gplay-ca575d96-1326-496a-9fae-032b410468af-성비·조건,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP061,app_review,S001,9129de67-1,2025-11-27,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,그리고 최근에 취향인연이라는게 오픈해서 기대했는데 보니까 다른 소개팅어플처럼 하루에 몇 명 프로필 주고 매칭해주고 프로필 더 보려면 결제하고 이런 거더라고요;; 문토 가이드에 1대1매칭 금지라…,취미 커뮤니티에서 소개팅·매칭 목적이 전면화되었다고 판단했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,소개팅,서비스 목적을 재평가,취미 중심 서비스라는 기대 약화,,숨은만남신호,호스트상업화,negative,observed_signal,medium,gplay-9129de67-966d-4cb5-a00a-ffb642e7319d-숨은만남신호,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 2차 검토에서 동일 발화의 결제 카드와 병합함.,Y,Codex(AI),verified
GP062,app_review,S001,9129de67-2,2025-11-27,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,"수준 이하의 인성으로 운영하는 호스트, 참여자 돈으로 술먹고 지인들 불러 놀려고 모임 여는 호스트, 여기저기서 모객해와서 참여자마다 다 참여비가 다른 모임들,, 제발 당하지 마세요.",호스트·플랫폼의 수익화 방식이나 인위적인 인기 신호가 경험의 질을 해친다고 인식했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,참여비,비용과 운영 방식을 평가,운영자와 플랫폼에 대한 신뢰 저하,,호스트상업화,안전·신뢰,negative,perception,medium,gplay-9129de67-966d-4cb5-a00a-ffb642e7319d-호스트상업화,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP063,app_review,S001,9129de67-3,2025-11-27,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,고객센터 운영시간 중에 연락해도 몇 시간이나 답변 안오는 일이 잦고 아예 안읽고 다음날로 넘기는 날도 있어요ㅠ 너무 답답해요.,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,고객센터,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-9129de67-966d-4cb5-a00a-ffb642e7319d-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP065,app_review,S001,46e64ea5-1,2025-11-19,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,2,"아직 개선되지않고있는데 소셜링에서 책정하는 ""호스트수고비""는 대체 무슨 명목으로 뜯어가는지 모르겠습니다.",호스트·플랫폼의 수익화 방식이나 인위적인 인기 신호가 경험의 질을 해친다고 인식했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,호스트수고비,비용과 운영 방식을 평가,운영자와 플랫폼에 대한 신뢰 저하,,호스트상업화,안전·신뢰,negative,perception,medium,gplay-46e64ea5-92c9-4650-a007-ae28bf30dcd1-호스트상업화,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP066,app_review,S001,46e64ea5-2,2025-11-19,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,2,그리고 노쇼방지비?,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,노쇼,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-46e64ea5-92c9-4650-a007-ae28bf30dcd1-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP067,app_review,S001,47b54b84-1,2025-11-16,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,회원 탈퇴를 앱에서만 가능하게 해둬 불편함.,반복된 불편이나 서비스 방향 변화 뒤 이용 중단·삭제·탈퇴 의사를 밝혔다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,탈퇴,이용 중단 또는 회피,재이용 의향 저하,,이탈행동,경험품질,negative,behavior,high,gplay-47b54b84-d6a2-4099-9b43-72ca89c27fd1-이탈행동,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP068,app_review,S001,47b54b84-2,2025-11-16,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,오랫동안 서비스 안쓴사이 소개팅앱이 되버려 탈퇴하려고 간만에 로그인했는데 앱을 받아야만 탈퇴가 되다니..,취미 커뮤니티에서 소개팅·매칭 목적이 전면화되었다고 판단했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,소개팅,서비스 목적을 재평가,취미 중심 서비스라는 기대 약화,,숨은만남신호,기대불일치,negative,observed_signal,medium,gplay-47b54b84-d6a2-4099-9b43-72ca89c27fd1-숨은만남신호,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP069,app_review,S001,47b54b84-3,2025-11-16,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,오랫동안 서비스 안쓴사이 소개팅앱이 되버려 탈퇴하려고 간만에 로그인했는데 앱을 받아야만 탈퇴가 되다니..,앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,로그인,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,안전·신뢰,negative,outcome,medium,gplay-47b54b84-d6a2-4099-9b43-72ca89c27fd1-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP070,app_review,S001,09c336dc-1,2025-11-12,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,여기 시스템이 참 안좋은게 파티 당일 3일 전까지 환불 자체를 안해줌.,취소·환불·신원·분쟁 대응 과정에서 플랫폼의 보호와 운영을 신뢰하기 어렵다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,환불,문제를 신고하거나 지원을 요청,참여 안전감과 플랫폼 신뢰 저하,,안전·신뢰,경험품질,negative,outcome,medium,gplay-09c336dc-e261-4232-90c4-27be6e7ab4af-안전·신뢰,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP071,app_review,S001,09c336dc-2,2025-11-12,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,파티나 모임은 절대 가지말기를 추천.,다양한 취미 활동을 기대했지만 술·파티·소개팅 중심으로 변했다고 평가했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,파티나 모임,현재 목록과 과거 경험을 비교,서비스 정체성에 대한 기대 불일치,,기대불일치,숨은만남신호,negative,perception,medium,gplay-09c336dc-e261-4232-90c4-27be6e7ab4af-기대불일치,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP072,app_review,S001,7e92c376-1,2025-11-07,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,강제업데이트좀안되게해라잉,앱 기능이나 운영 절차의 오류·지연 때문에 모임 이용 과정이 끊겼다고 보고했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,업데이트,재설치·재시도 또는 문의,이용 실패와 시간 손실,,경험품질,안전·신뢰,negative,outcome,low,gplay-7e92c376-c67f-4936-8e8b-1cf56174039e-경험품질,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함.,Y,Codex(AI),coded
GP073,app_review,S001,80f369de-1,2025-11-04,2026-07-30,recent,Google Play,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app,1,"3.1,2의 이유로 유져가 이탈하는데,딱히 신규모집 의지도안보이고, 만났던사람끼리만 보게되니 친목으로 외부이탈 되서 유져 또나감",더 적합한 모임이나 운영자를 찾아 다른 서비스·외부 관계로 이동했다고 설명했다.,Google Play 공개 리뷰에서 문토 이용 경험을 회고함,외부이탈,대체 채널로 이동,문토 이용 감소 또는 이탈,기존 참여자 간 외부 관계,대체서비스,이탈행동,negative,behavior,high,gplay-80f369de-4ab7-41db-bfcb-fba08adb5bc3-대체서비스,,,AI 1차 분류. 원문 맥락·발화 분리·태그를 연구자가 검증해야 함. 동일 발화의 이탈행동 카드를 2차 검토에서 병합함. 2차 검토: 기존 참여자가 플랫폼 밖 관계로 이동한다고 명시했다.,Y,Codex(AI 1차+2차 검토),verified
